fpas.placement_name,tpas.placement_name,fpas.impressions,tpas.impressions,fpas.clicks,tpas.clicks,fpas.event_datetime,tpas.event_datetime
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1514,1377,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1343,1165,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1387,1230,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1403,1348,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1449,1342,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1362,1194,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1557,1376,1,1,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1285,1212,0,0,3/4/16,3/4/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1356,796,0,0,3/4/16,3/4/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1343,1356,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1257,1201,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1173,1089,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,1395,1176,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,1434,1390,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1374,1219,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1438,1221,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,1414,1325,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,1476,1419,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1341,1177,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,1550,1418,0,0,3/5/16,3/5/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",1462,798,0,0,3/5/16,3/5/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4682,4852,0,0,3/5/16,3/5/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,4052,3808,0,0,3/5/16,3/5/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,420,388,0,0,3/5/16,3/5/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,654,540,0,0,3/5/16,3/5/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,5313,5362,2,2,3/5/16,3/5/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,873,820,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,1431,1043,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1408,1052,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1420,1328,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1419,1334,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,1522,1407,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1316,1159,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1132,1026,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1389,1179,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1344,1159,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1343,1115,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,1372,1226,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,1228,1111,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1198,1039,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,1456,1400,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1382,1256,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1410,1171,1,1,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1431,1119,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1424,1244,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1433,1322,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1406,1244,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1350,1233,1,1,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1497,1335,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1276,1192,1,0,3/5/16,3/5/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1387,760,0,0,3/5/16,3/5/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1273,1203,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1289,1223,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1199,1077,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,1498,1226,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,1459,1383,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1380,1268,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1429,1241,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,1458,1291,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,1497,1417,1,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1365,1231,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,1595,1518,0,0,3/6/16,3/6/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",1554,839,3,0,3/6/16,3/6/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4180,4184,1,1,3/6/16,3/6/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,3430,3680,1,1,3/6/16,3/6/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,440,371,0,0,3/6/16,3/6/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,643,498,1,0,3/6/16,3/6/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,6428,6279,1,0,3/6/16,3/6/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,875,752,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,1560,1060,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1292,1044,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1212,1085,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1640,1515,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,1459,1294,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1392,1201,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1159,1045,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1479,1199,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1358,1120,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1330,1133,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,1423,1256,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,1342,1176,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1206,1072,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,1540,1419,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1313,1168,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1438,1114,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1418,1144,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1395,1148,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,1380,1217,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1471,1291,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1355,1223,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,1487,1341,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1256,1173,0,0,3/6/16,3/6/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1302,694,0,0,3/6/16,3/6/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1323,1279,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1218,1154,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1230,1150,1,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,1573,1292,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,1475,1387,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1352,1215,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1406,1208,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,1442,1230,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,1431,1211,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1251,1089,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,1578,1450,1,0,3/7/16,3/7/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",1571,839,0,0,3/7/16,3/7/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,5090,5237,3,3,3/7/16,3/7/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2485,1931,0,0,3/7/16,3/7/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,700,545,0,0,3/7/16,3/7/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,855,683,1,2,3/7/16,3/7/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,7309,7110,1,2,3/7/16,3/7/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,1182,1135,5,5,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,1547,984,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1301,1334,1,1,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1355,1197,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1488,1322,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,1489,1243,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1362,1148,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1125,981,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,1536,1237,1,1,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1272,1056,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1257,1061,0,0,3/7/16,3/7/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,1431,1285,1,1,3/7/16,3/7/16
